Created Date,Created Time,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Borough
3/18/10,22:49,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/19/10,21:31,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,57 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,3:14,Noise - Residential,Loud Music/Party,Residential Building/House,10038,2 GOLD STREET,GOLD STREET,LIBERTY STREET,PLATT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,6:25,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,176 BROADWAY,BROADWAY,CORTLANDT STREET,JOHN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,17:53,Noise - Residential,Loud Music/Party,Residential Building/House,10006,110 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,18:17,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,18:36,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,147 BROADWAY,BROADWAY,CEDAR STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/10,22:52,Noise - Residential,Loud Music/Party,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/10,10:41,Noise - Commercial,Loud Music/Party,Store/Commercial,10281,1 WORLD FINANCIAL CENTER,WORLD FINANCIAL CENTER,LIBERTY STREET,SOUTH END AVENUE,,,ADDRESS,NEW YORK,,MANHATTAN
3/22/10,23:02,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10280,SOUTH END AVENUE,SOUTH END AVENUE,WEST THAMES STREET,RECTOR PLACE,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/22/10,23:33,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10280,377 RECTOR PLACE,RECTOR PLACE,BEND,ESPLANADE,,,ADDRESS,NEW YORK,,MANHATTAN
3/23/10,7:52,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/23/10,21:31,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10013,BEACH STREET,BEACH STREET,HUDSON STREET,GREENWICH STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/24/10,18:55,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/25/10,2:32,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,,,,,CARLISLE STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/25/10,11:44,Noise - Vehicle,Engine Idling,Street/Sidewalk,10004,,,,,BEAVER STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/25/10,15:15,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,CANAL STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/25/10,20:49,Noise - Commercial,Loud Music/Party,Store/Commercial,10005,40 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/25/10,23:09,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,325 CHURCH STREET,CHURCH STREET,LISPENARD STREET,CANAL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/25/10,23:29,Noise - Residential,Loud Music/Party,Residential Building/House,10013,172 DUANE STREET,DUANE STREET,HUDSON STREET,BEND,,,ADDRESS,NEW YORK,,MANHATTAN
3/27/10,18:39,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10013,,,,,HUDSON STREET,NORTH MOORE STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/27/10,23:55,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,95 PEARL STREET,PEARL STREET,COENTIES ALLEY,HANOVER SQUARE,,,ADDRESS,NEW YORK,,MANHATTAN
3/28/10,3:29,Noise - Residential,Loud Music/Party,Residential Building/House,10013,16 NORTH MOORE STREET,NORTH MOORE STREET,VARICK STREET,HUDSON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/28/10,14:14,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,65 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/29/10,22:06,Noise - Vehicle,Engine Idling,Street/Sidewalk,10005,20 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/31/10,21:57,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10005,,,,,PINE STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/31/10,23:47,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/1/10,0:18,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,172 DUANE STREET,DUANE STREET,HUDSON STREET,BEND,,,ADDRESS,NEW YORK,,MANHATTAN
4/1/10,23:21,Noise - Residential,Loud Music/Party,Residential Building/House,10007,75 MURRAY STREET,MURRAY STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/2/10,0:30,Noise - Residential,Loud Music/Party,Residential Building/House,10038,111 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/2/10,12:40,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10013,121 READE STREET,READE STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/2/10,22:33,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,NASSAU STREET,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/2/10,23:44,Noise - Residential,Loud Music/Party,Residential Building/House,10013,85 FRANKLIN STREET,FRANKLIN STREET,FRANKLIN PLACE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,MANHATTAN
4/3/10,5:24,Noise - Residential,Loud Music/Party,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,0:24,Noise - Residential,Loud Talking,Residential Building/House,10005,75 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,1:54,Noise - Residential,Loud Music/Party,Residential Building/House,10280,355 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,1:57,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,88 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,2:44,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,20 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,4:19,Noise - Residential,Loud Music/Party,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/10,4:24,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/4/10,15:14,Noise - Residential,Banging/Pounding,Residential Building/House,10007,295 GREENWICH STREET,GREENWICH STREET,WARREN STREET,CHAMBERS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/5/10,17:11,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,,,,,SOUTH STREET,MAIDEN LANE,INTERSECTION,NEW YORK,,MANHATTAN
4/6/10,1:40,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,FRANKLIN STREET,GREENWICH STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/6/10,22:38,Noise - Vehicle,Engine Idling,Street/Sidewalk,10005,20 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/7/10,20:46,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,5 BRIDGE STREET,BRIDGE STREET,STATE STREET,WHITEHALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/10,1:47,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/10,7:12,Noise - Commercial,Banging/Pounding,Store/Commercial,10038,1 PECK SLIP,PECK SLIP,PEARL STREET,WATER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/10,23:34,Noise - Residential,Loud Music/Party,Residential Building/House,10006,110 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,1:56,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,48 STONE STREET,STONE STREET,COENTIES ALLEY,MILL LANE,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,2:21,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,100 MAIDEN LANE,MAIDEN LANE,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,2:58,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,109 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,4:45,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10007,WEST BROADWAY,WEST BROADWAY,MURRAY STREET,WARREN STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/9/10,8:15,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,22:29,Noise - Residential,Loud Talking,Residential Building/House,10005,75 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,23:15,Noise - Residential,Loud Music/Party,Residential Building/House,10006,110 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,23:35,Noise - Residential,Loud Music/Party,Residential Building/House,10004,66 PEARL STREET,PEARL STREET,BROAD STREET,COENTIES SLIP,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/10,23:51,Noise - Residential,Loud Talking,Residential Building/House,10005,75 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/10/10,0:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,69 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/10/10,3:02,Noise - Residential,Loud Music/Party,Residential Building/House,10013,89 FRANKLIN STREET,FRANKLIN STREET,FRANKLIN PLACE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,MANHATTAN
4/10/10,12:24,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,65 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/10/10,23:14,Noise - Residential,Loud Music/Party,Residential Building/House,10007,258 BROADWAY,BROADWAY,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/10/10,23:22,Noise - Residential,Loud Music/Party,Residential Building/House,10282,22 RIVER TERRACE,RIVER TERRACE,PARK PLACE WEST,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/11/10,0:26,Noise - Residential,Loud Music/Party,Residential Building/House,10038,,,,,PECK SLIP,FRONT STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/11/10,8:21,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,270 GREENWICH STREET,GREENWICH STREET,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/12/10,1:20,Noise - Residential,Loud Music/Party,Residential Building/House,10038,11 MAIDEN LANE,MAIDEN LANE,BROADWAY,LIBERTY PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
4/12/10,19:40,Noise - Residential,Loud Music/Party,Residential Building/House,10013,109 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/12/10,22:57,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,21 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,1:43,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,24 HARRISON STREET,HARRISON STREET,STAPLE STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,4:51,Noise - Commercial,Loud Talking,Store/Commercial,10038,1 PECK SLIP,PECK SLIP,PEARL STREET,WATER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,12:34,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,68 MURRAY STREET,MURRAY STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,21:15,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,22:02,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/10,23:18,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10280,21 SOUTH END AVENUE,SOUTH END AVENUE,DEAD END,WEST THAMES STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/10,0:12,Noise - Residential,Loud Music/Party,Residential Building/House,10038,111 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/10,0:45,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,24 HARRISON STREET,HARRISON STREET,STAPLE STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/10,13:27,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/10,18:36,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,25 CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/16/10,18:30,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,25 CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/17/10,1:50,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,25 BROADWAY,BROADWAY,BATTERY PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/18/10,6:39,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/18/10,12:29,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,,,,,WALL STREET,PEARL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/10,5:38,Noise - Commercial,Banging/Pounding,Store/Commercial,10038,1 PECK SLIP,PECK SLIP,PEARL STREET,WATER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/21/10,3:19,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,,,,,HUDSON STREET,CHAMBERS STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/21/10,8:46,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,WALKER STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/21/10,11:37,Noise - Park,Loud Music/Party,Park/Playground,10007,233 BROADWAY,BROADWAY,BARCLAY STREET,PARK PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
4/21/10,23:06,Noise - Residential,Loud Music/Party,Residential Building/House,10013,172 DUANE STREET,DUANE STREET,HUDSON STREET,BEND,,,ADDRESS,NEW YORK,,MANHATTAN
4/21/10,23:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,172 DUANE STREET,DUANE STREET,HUDSON STREET,BEND,,,ADDRESS,NEW YORK,,MANHATTAN
4/22/10,1:25,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/22/10,14:30,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,25 CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/22/10,21:09,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10006,,,,,WEST STREET,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/22/10,21:44,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/22/10,22:13,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,241 WEST BROADWAY,WEST BROADWAY,NORTH MOORE STREET,BEACH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/23/10,2:02,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/23/10,2:41,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/23/10,3:35,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 PARK PLACE,PARK PLACE,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/23/10,22:42,Noise - Residential,Loud Music/Party,Residential Building/House,10006,110 GREENWICH STREET,GREENWICH STREET,RECTOR STREET,CARLISLE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/24/10,4:22,Noise - Residential,Loud Music/Party,Residential Building/House,10007,53 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/24/10,11:35,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,,,,,FRONT STREET,FLETCHER STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/24/10,20:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10281,,,,,LIBERTY STREET,SOUTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
4/24/10,22:22,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,57 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/24/10,23:52,Noise - Residential,Loud Music/Party,Residential Building/House,10013,40 HARRISON STREET,HARRISON STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/25/10,1:43,Noise - Residential,Loud Music/Party,Residential Building/House,10013,362 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/26/10,0:24,Noise - Residential,Loud Music/Party,Residential Building/House,10013,362 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/26/10,22:53,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10004,,,,,WATER STREET,COENTIES SLIP,INTERSECTION,NEW YORK,,MANHATTAN
4/28/10,5:16,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,89 MURRAY STREET,MURRAY STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/28/10,17:25,Noise - Vehicle,Engine Idling,Street/Sidewalk,10013,108 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/28/10,22:21,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,77 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/29/10,2:56,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,LEONARD STREET,CHURCH STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/29/10,3:49,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,80 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/29/10,15:41,Noise - Residential,Loud Talking,Residential Building/House,10038,59 MAIDEN LANE,MAIDEN LANE,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/29/10,19:18,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10007,57 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/30/10,4:28,Noise - Residential,Banging/Pounding,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/30/10,7:38,Noise - Residential,Banging/Pounding,Residential Building/House,10013,88 LEONARD STREET,LEONARD STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/30/10,18:57,Noise - Commercial,Loud Music/Party,Store/Commercial,10004,16 BEAVER STREET,BEAVER STREET,NEW STREET,BROAD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/30/10,23:36,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,54 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
5/1/10,13:51,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,,,,,BROADWAY,THOMAS STREET,INTERSECTION,NEW YORK,,MANHATTAN
5/1/10,17:14,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,BROADWAY,WORTH STREET,INTERSECTION,NEW YORK,,MANHATTAN
5/1/10,20:05,Noise - Residential,Loud Music/Party,Residential Building/House,10005,95 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/1/10,22:47,Noise - Residential,Loud Music/Party,Residential Building/House,10005,95 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/1/10,22:47,Noise - Residential,Loud Music/Party,Residential Building/House,10038,11 MAIDEN LANE,MAIDEN LANE,BROADWAY,LIBERTY PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
5/2/10,5:18,Noise - Residential,Loud Music/Party,Residential Building/House,10007,295 GREENWICH STREET,GREENWICH STREET,WARREN STREET,CHAMBERS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/3/10,4:55,Noise - Commercial,Loud Talking,Store/Commercial,10038,1 PECK SLIP,PECK SLIP,PEARL STREET,WATER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/4/10,4:39,Noise - Vehicle,Engine Idling,Street/Sidewalk,10280,,,,,WEST THAMES STREET,BATTERY PLACE,INTERSECTION,NEW YORK,,MANHATTAN
5/4/10,23:46,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10005,45 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/5/10,2:31,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,21 WEST STREET,WEST STREET,2 PLACE,MORRIS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/5/10,12:10,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
5/6/10,13:39,Noise - Residential,Banging/Pounding,Residential Building/House,10007,295 GREENWICH STREET,GREENWICH STREET,WARREN STREET,CHAMBERS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/7/10,0:05,Noise - Residential,Loud Music/Party,Residential Building/House,10013,40 HARRISON STREET,HARRISON STREET,GREENWICH STREET,JOE DIMAGGIO HIGHWAY,,,ADDRESS,NEW YORK,,MANHATTAN
5/7/10,2:04,Noise - Residential,Loud Music/Party,Residential Building/House,10007,54 WARREN STREET,WARREN STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
5/7/10,17:20,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,,,,,DUANE STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
5/7/10,17:28,Noise - Residential,Banging/Pounding,Residential Building/House,10013,60 BEACH STREET,BEACH STREET,COLLISTER STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/7/10,17:54,Noise - Vehicle,Engine Idling,Street/Sidewalk,10280,395 SOUTH END AVENUE,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/8/10,1:15,Noise - Residential,Loud Music/Party,Residential Building/House,10013,85 FRANKLIN STREET,FRANKLIN STREET,FRANKLIN PLACE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,MANHATTAN
5/8/10,1:42,Noise - Residential,Loud Music/Party,Residential Building/House,10005,75 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
5/8/10,2:37,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,140 BROADWAY,BROADWAY,NASSAU STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
5/8/10,23:46,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,CORTLANDT ALLEY,WALKER STREET,INTERSECTION,NEW YORK,,MANHATTAN
5/9/10,0:44,Noise - Residential,Loud Music/Party,Residential Building/House,10013,143 READE STREET,READE STREET,HUDSON STREET,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
